Sentence,Token,POS,Dependency,Head Word
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",results,NOUN,conj,2000
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",following,VERB,prep,restate
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",a,DET,det,probe
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",probe,NOUN,pobj,following
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",by,ADP,prep,probe
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",the,DET,det,Commission
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",US,PROPN,compound,Commission
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",Securities,PROPN,compound,Exchange
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",Exchange,PROPN,compound,Commission
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",Commission,PROPN,pobj,by
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",(,PUNCT,punct,Commission
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",SEC,PROPN,appos,Commission
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",),PUNCT,punct,Commission
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",",",PUNCT,punct,Commission
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",which,PRON,nsubj,is
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",is,AUX,relcl,Commission
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",close,ADJ,acomp,is
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",to,ADP,prep,close
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",concluding,VERB,pcomp,to
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

",.,PUNCT,punct,has
"TimeWarner also has to restate 2000 and 2003 results following a probe by the US Securities Exchange Commission (SEC), which is close to concluding.

","

",SPACE,dep,.
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,Time,PROPN,compound,Warner
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,Warner,PROPN,poss,profits
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,'s,PART,case,Warner
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,fourth,ADJ,amod,quarter
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,quarter,NOUN,compound,profits
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,profits,NOUN,nsubj,were
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,were,AUX,ROOT,were
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,slightly,ADV,advmod,better
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,better,ADJ,acomp,were
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,than,ADP,prep,better
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,analysts,NOUN,poss,expectations
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,',PART,case,analysts
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,expectations,NOUN,pobj,than
Time Warner's fourth quarter profits were slightly better than analysts' expectations.,.,PUNCT,punct,were
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",But,CCONJ,cc,saw
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",its,PRON,poss,division
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",film,NOUN,compound,division
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",division,NOUN,nsubj,saw
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",saw,VERB,ROOT,saw
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",profits,NOUN,nsubj,slump
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",slump,VERB,ccomp,saw
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",27,NUM,nummod,%
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",%,NOUN,npadvmod,slump
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",to,ADP,prep,slump
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",$,SYM,nmod,284
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",284,NUM,pobj,to
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",m,NOUN,pobj,to
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",",",PUNCT,punct,slump
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",helped,VERB,conj,saw
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",by,ADP,agent,helped
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",box,NOUN,compound,office
"But its film division saw profits slump 27% to $284m, helped by box-office flops Alexander and Catwoman, a sharp contrast to year-earlier, when the third and final film in the Lord of the Rings trilogy boosted results.",-,PUNCT,punct,office
